genres,id,original_language,release_date,runtime,title,vote_average,director
Comedy Crime Drama,9277,en,12/25/1973,129,The Sting,7.9,George Roy Hill
Drama History,9443,en,5/15/1981,123,Chariots of Fire,6.8,Hugh Hudson
Comedy Drama Romance,16186,en,2/25/2005,116,Diary of a Mad Black Woman,6.4,Darren Grant
Drama,7863,en,1/21/1996,105,Shine,7.3,Scott Hicks
Romance Comedy Drama,138697,en,7/26/2013,90,Don Jon,5.9,Joseph Gordon-Levitt
Western,11901,en,4/19/1973,105,High Plains Drifter,7.4,Clint Eastwood
Comedy Drama,1548,en,7/20/2001,111,Ghost World,7.1,Terry Zwigoff
Drama Romance,11889,en,12/14/2001,91,Iris,6.2,Richard Eyre
Comedy Science Fiction,33155,en,6/6/1980,95,Galaxina,3.3,William Sachs
Drama,5528,fr,3/17/2004,96,The Chorus,7.5,Christophe Barratier
Comedy Romance,321,en,6/6/2003,92,Mambo Italiano,5.6,\u00c9mile Gaudreault
Crime Drama Mystery Thriller,4997,en,10/23/2003,104,Wonderland,6.2,James Cox
Drama,925,en,6/30/1989,120,Do the Right Thing,7.6,Spike Lee
Drama,27451,en,1/1/2001,99,Harvard Man,4.8,James Toback
Drama Comedy,73532,fr,5/17/2011,93,Le Havre,6.8,Aki Kaurism\u00e4ki
Drama Thriller Crime Mystery,979,fr,5/22/2002,97,Irreversible,7.1,Gaspar No\u00e9
Comedy Drama,193722,ja,10/5/2013,100,R100,5.4,Hitoshi Matsumoto
Drama,7913,hi,1/26/2006,157,Rang De Basanti,7.2,Rakeysh Omprakash Mehra
Drama,253253,en,5/15/2014,90,Animals,6.2,Collin Schiffli
Comedy Thriller Action Drama,51995,en,7/15/2011,96,Salvation Boulevard,5.6,George Ratliff
Comedy,13173,en,8/3/2007,96,The Ten,4.9,David Wain
Drama Comedy Foreign,22908,en,8/23/1999,90,A Room for Romeo Brass,7.3,Shane Meadows
Thriller Crime,70670,en,8/4/2011,100,Headhunters,7.1,Morten Tyldum
Science Fiction Comedy Thriller Horror,84204,en,8/10/2012,94,Grabbers,6,Jon Wright
Comedy Drama,25248,en,9/11/2004,95,Saint Ralph,7.3,Michael McGowan
Drama,230266,en,9/7/2014,120,Miss Julie,5.9,Liv Ullmann
Science Fiction Drama Fantasy Romance,16633,en,10/2/1980,103,Somewhere in Time,7.2,Jeannot Szwarc
Drama Action Crime Foreign,63006,hi,4/22/2011,130,Dum Maaro Dum,5.4,Rohan Sippy
Horror Thriller,91586,en,9/12/2013,106,Insidious: Chapter 2,6.5,James Wan
Horror,215,en,10/28/2005,92,Saw II,6.3,Darren Lynn Bousman
Thriller Science Fiction Drama,333371,en,3/10/2016,103,10 Cloverfield Lane,6.8,Dan Trachtenberg
Documentary Comedy,9012,en,10/21/2002,87,Jackass: The Movie,6.1,Jeff Tremaine
Horror Thriller,345911,en,7/21/2016,81,Lights Out,6.3,David F. Sandberg
Horror,72571,en,10/19/2011,83,Paranormal Activity 3,5.9,Henry Joost
Horror,242512,en,10/24/2014,89,Ouija,4.9,Stiles White
Horror Thriller,10072,en,2/27/1987,96,A Nightmare on Elm Street 3: Dream Warriors,6.5,Chuck Russell
Comedy Drama,211954,es,7/20/2013,115,Instructions Not Included,7.5,Eugenio Derbez
Horror,82990,en,10/17/2012,95,Paranormal Activity 4,5.2,Henry Joost
Drama,29912,en,9/16/1953,135,The Robe,6.4,Henry Koster
Comedy,11843,en,5/21/1975,113,The Return of the Pink Panther,6.7,Blake Edwards
Horror Thriller Comedy,11284,en,9/5/1991,89,Freddy's Dead: The Final Nightmare,5.1,Rachel Talalay
Crime Drama,504,en,11/16/2003,110,Monster,7,Patty Jenkins
Adventure Drama Science Fiction,173,en,12/23/1954,127,"20,000 Leagues Under the Sea",6.8,Richard Fleischer
Horror Thriller,227348,en,1/1/2014,84,Paranormal Activity: The Marked Ones,5.2,Christopher B. Landon
Drama History,1955,en,10/2/1980,124,The Elephant Man,7.9,David Lynch
Drama History,152532,en,9/7/2013,117,Dallas Buyers Club,7.9,Jean-Marc Vall\u00e9e
Thriller Horror,243940,en,1/29/2015,83,The Lazarus Effect,5.1,David Gelb
Mystery Thriller,77,en,10/11/2000,113,Memento,8.1,Christopher Nolan
Horror,157547,en,9/8/2013,104,Oculus,6.3,Mike Flanagan
Comedy,2295,en,5/25/2006,97,Clerks II,6.9,Kevin Smith
Drama Comedy Music,71,en,5/18/2000,110,Billy Elliot,7.4,Stephen Daldry
Comedy Drama,147773,en,6/6/2013,103,The Way Way Back,7.1,Nat Faxon
Comedy,16096,en,10/23/1991,94,House Party 2,4.7,Doug McHenry
Family Drama Action Western Romance,24266,en,3/2/1982,104,The Man from Snowy River,6.8,George T. Miller
Animation Family Comedy,16508,en,3/26/1999,77,Doug's 1st Movie,5.4,Maurice Joyce
Drama,2895,en,10/9/1997,134,The Apostle,6.1,Robert Duvall
Drama,15660,en,9/18/1981,129,Mommie Dearest,6.5,Frank Perry
Comedy Drama,59968,en,8/26/2011,90,Our Idiot Brother,5.9,Jesse Peretz
Action Drama,323677,en,2/19/2016,134,Race,7.1,Stephen Hopkins
Drama,19848,en,4/8/1998,104,The Players Club,6.4,Ice Cube
Horror Thriller,256274,en,8/14/2014,93,"As Above, So Below",6.1,John Erick Dowdle
Drama Thriller,235271,en,10/10/2014,105,Addicted,5.4,Bille Woodruff
Drama,45153,en,9/7/1997,109,Eve's Bayou,6.1,Kasi Lemmons
Drama,284293,en,12/5/2014,99,Still Alice,7.5,Richard Glatzer
History Drama,24973,en,8/25/1954,139,The Egyptian,6,Michael Curtiz
Action Crime Thriller,21610,en,3/17/1981,99,Nighthawks,6.4,Bruce Malmuth
Horror Thriller,10283,en,7/28/1989,100,Friday the 13th Part VIII: Jason Takes Manhattan,4.8,Rob Hedden
Comedy Drama Romance,8346,en,2/22/2002,95,My Big Fat Greek Wedding,6.2,Joel Zwick
Drama Crime,122081,en,1/24/2013,94,Spring Breakers,5,Harmony Korine
Horror Thriller,10987,en,9/29/1995,88,Halloween: The Curse of Michael Myers,5,Joe Chappelle
Drama Romance,1391,es,6/8/2001,106,Y Tu Mamá También,7.3,Alfonso Cuar\u00f3n
Horror Comedy,747,en,4/9/2004,99,Shaun of the Dead,7.5,Edgar Wright
Drama Horror,14745,en,10/31/2008,82,The Haunting of Molly Hartley,4.3,Mickey Liddell
Drama Mystery Romance,26748,en,6/21/1996,135,Lone Star,6.9,John Sayles
Horror Thriller,11357,en,10/21/1988,88,Halloween 4: The Return of Michael Myers,5.9,Dwight H. Little
Horror Mystery,24913,en,3/27/1986,89,April Fool's Day,5.8,Fred Walton
Comedy Drama,13776,en,4/2/1982,110,Diner,6.9,Barry Levinson
Action Crime Drama Romance Thriller,14854,en,4/14/1983,107,Lone Wolf McQuade,5.5,Steve Carver
Horror Thriller Science Fiction,50357,en,7/20/2011,86,Apollo 18,5,Gonzalo L\u00f3pez-Gallego
Comedy Drama,13090,en,1/18/2008,102,Sunshine Cleaning,6.5,Christine Jeffs
Action Thriller,192141,en,8/26/2015,103,No Escape,6.7,John Erick Dowdle
Action Fantasy,16441,en,8/20/1982,118,The Beastmaster,6,Don Coscarelli
Drama History Romance War,29996,en,12/25/1959,139,Solomon and Sheba,5.4,King Vidor
Romance Comedy,351819,en,1/28/2016,92,Fifty Shades of Black,4.3,Michael Tiddes
Drama Romance,14834,en,1/9/2009,99,Not Easily Broken,6.3,Bill Duke
Drama Romance War,22649,en,12/8/1932,89,A Farewell to Arms,6.2,Frank Borzage
Comedy Romance,378200,en,3/11/2016,96,The Perfect Match,5.2,Bille Woodruff
Fantasy Animation Science Fiction Family,20455,en,3/17/2000,82,Digimon: The Movie,6.2,Mamoru Hosoda
Comedy Drama,13193,en,1/21/2004,92,Saved!,6.3,Brian Dannelly
Comedy Crime Drama,11042,fr,5/21/2003,99,The Barbarian Invasions,6.7,Denys Arcand
Action Adventure Drama Romance,10786,en,3/11/1976,106,Robin and Marian,6.6,Richard Lester
Action Adventure Horror Thriller,12484,en,4/27/2001,90,The Forsaken,4.9,J.S. Cardone
Action Adventure War Thriller,17339,en,11/1/1978,118,Force 10 from Navarone,6.4,Guy Hamilton
Comedy,11959,en,7/21/1989,97,UHF,6.7,Jay Levey
Comedy,9900,en,1/6/2006,94,Grandma's Boy,6.6,Nicholaus Goossen
Comedy Drama,14662,en,8/14/1998,91,Slums of Beverly Hills,6.5,Tamara Jenkins
Western,335,it,12/21/1968,175,Once Upon a Time in the West,8.1,Sergio Leone
Action Comedy Thriller,15745,en,7/13/2001,94,Made,6.3,Jon Favreau
Science Fiction Drama,17431,en,6/12/2009,97,Moon,7.6,Duncan Jones
Comedy,21014,en,5/12/2006,90,Keeping Up with the Steins,5.2,Scott Marshall
Documentary,78394,en,5/14/2010,41,Sea Rex 3D: Journey to a Prehistoric World,5.9,Ronan Chapalain
Drama,10217,en,5/14/1997,112,The Sweet Hereafter,6.8,Atom Egoyan
Drama History,46332,fr,5/18/2010,120,Of Gods and Men,6.5,Xavier Beauvois
Comedy Drama,13996,en,8/6/2008,110,Bottle Shock,6.6,Randall Miller
Comedy Horror Science Fiction,3028,en,11/10/1982,87,Jekyll and Hyde ... Together Again,4.6,Jerry Belson
Drama Fantasy,1024,en,9/2/1994,99,Heavenly Creatures,7,Peter Jackson
Drama,343795,en,9/11/2015,121,90 Minutes in Heaven,5.4,Michael Polish
Comedy Drama Romance,45658,en,10/15/2010,97,Everything Must Go,6,Dan Rush
Comedy Crime Mystery Thriller,16148,en,1/30/1998,116,Zero Effect,6,Jake Kasdan
Thriller Drama,4553,en,2/9/2004,101,The Machinist,7.3,Brad Anderson
Drama Crime,36351,en,8/21/1992,103,Light Sleeper,5.7,Paul Schrader
Thriller Crime Drama Mystery,245916,en,10/9/2014,112,Kill the Messenger,6.6,Michael Cuesta
Drama,27585,en,12/16/2010,91,Rabbit Hole,6.9,John Cameron Mitchell
Comedy Drama Crime,1415,en,9/5/2003,98,Party Monster,5.9,Fenton Bailey
Horror Crime Thriller,313922,en,4/15/2016,95,Green Room,6.7,Jeremy Saulnier
Comedy Drama Romance,14474,en,3/30/2006,88,The Oh in Ohio,5.8,Billy Kent
Drama Science Fiction Mystery,199933,en,9/12/2014,99,Atlas Shrugged Part III: Who is John Galt?,3.9,James Manera
Comedy Crime Drama,13685,en,2/21/1996,91,Bottle Rocket,6.8,Wes Anderson
Crime Drama Thriller,8744,en,9/9/1996,97,Albino Alligator,5.6,Kevin Spacey
Drama Foreign History,38428,hi,8/3/2007,136,"Gandhi, My Father",6,Feroz Abbas Khan
Documentary,8847,en,2/12/2008,117,Standard Operating Procedure,6.6,Errol Morris
Drama,39269,en,5/1/1980,94,Out of the Blue,6.5,Dennis Hopper
Comedy Horror,46838,en,1/22/2010,89,Tucker and Dale vs Evil,7.3,Eli Craig
Drama Romance,51384,en,1/1/2008,92,"Lovely, Still",6.2,Nicholas Fackler
Action Drama Romance,56930,en,12/27/1947,128,Tycoon,6.6,Richard Wallace
Comedy Drama,41730,en,6/6/1999,90,Desert Blue,5.5,Morgan J. Freeman
Horror Science Fiction Thriller,18442,en,2/27/2004,95,Decoys,4.7,Matthew Hastings
Horror Thriller,298312,en,9/10/2015,94,The Visit,6,M. Night Shyamalan
Drama War,11600,en,1/1/2007,90,Redacted,6.2,Brian De Palma
Romance Thriller,71547,de,10/13/2004,95,Fascination,3.8,Klaus Menzel
Horror Thriller Science Fiction,57876,en,5/15/2015,91,Area 51,4.2,Oren Peli
Thriller,77495,es,10/14/2011,107,Sleep Tight,7,Jaume Balaguer\u00f3
Horror Comedy Crime Thriller,13849,en,2/7/2008,92,The Cottage,6.3,Paul Andrew Williams
Drama Fantasy Comedy,14849,en,2/17/2009,87,Dead Like Me: Life After Death,5.8,Stephen Herek
Comedy Documentary,12486,en,12/1/2006,80,Farce of the Penguins,3.2,Bob Saget
Drama,19615,en,1/1/2009,95,Flying By,7,
Music Drama Comedy,244403,en,10/17/2014,105,Rudderless,7.4,William H. Macy
Family Animation,292481,en,8/18/2014,67,Henry & Me,3,Barrett Esposito
Romance Comedy,340816,en,12/4/2015,95,Christmas Eve,6.1,Mitch Davis
TV Movie Crime Drama Thriller,78814,en,11/12/2011,89,We Have Your Husband,5,Eric Bross
Thriller Drama,297596,en,12/4/2014,94,Dying of the Light,4.5,Paul Schrader
Action Thriller War,299552,en,12/5/2013,109,Born Of War,4.1,Vicky Jewson
Drama Action Thriller Science Fiction,11935,en,12/10/1977,123,Capricorn One,6.4,Peter Hyams
Comedy Drama,113406,en,4/28/2012,0,Should've Been Romeo,0,Marcia Bennett
Family,447027,en,10/27/2015,88,Running Forever,0,
Comedy Fantasy Horror Thriller,290825,en,7/8/2016,88,Yoga Hosers,4.7,Kevin Smith
Horror Action,361159,en,10/8/2015,97,Navy Seals vs. Zombies,3.5,Stanton Barrett
Comedy Drama,12555,cs,12/19/2006,120,I Served the King of England,7,Ji\u0159\u00ed Menzel
Drama Comedy,31175,de,9/9/2009,99,Soul Kitchen,7.1,Fatih Akin
Drama,12498,en,8/30/1996,135,Sling Blade,7.4,Billy Bob Thornton
Horror Thriller,77949,en,8/17/2011,107,The Awakening,6.3,Nick Murphy 
Horror,1690,en,1/6/2005,94,Hostel,5.7,Eli Roth
Comedy Drama,8435,en,7/17/2005,94,A Cock and Bull Story,6.2,Michael Winterbottom
Thriller Drama,64720,en,11/25/2011,120,Take Shelter,7.1,Jeff Nichols
Horror Thriller,49365,en,4/22/1988,112,Lady in White,6.3,Frank LaLoggia
Drama Comedy,11404,en,4/30/2006,98,Driving Lessons,6.3,Jeremy Brock
Comedy,300706,en,12/23/2014,81,Let's Kill Ward's Wife,5.5,Scott Foley
Horror,16337,en,8/22/1986,101,The Texas Chainsaw Massacre 2,5.9,Tobe Hooper
Western,11577,en,5/23/1973,106,Pat Garrett & Billy the Kid,7.2,Sam Peckinpah
Drama Thriller Crime,77987,en,5/30/2013,90,Only God Forgives,5.6,Nicolas Winding Refn
Drama Romance,40185,fr,10/13/2005,80,Camping Sauvage,4.8,Christophe Ali
Comedy Romance,68202,en,6/29/2011,83,Without Men,4.6,Gabriela Tagliavini
Drama Family,8981,en,5/18/2004,105,Dear Frankie,7,Shona Auerbach
Action Comedy Drama Western,10914,en,9/11/2007,89,All Hat,1,Leonard Farlinger
Drama Comedy Romance,50848,fr,11/24/2010,100,The Names of Love,7.3,Michel Leclerc
Drama Comedy,166624,en,9/13/2013,92,Treading Water,5.6,Analeine Cal y Mayor
Drama,10822,en,5/18/2007,97,Savage Grace,5.7,Tom Kalin
Drama,10844,en,10/12/2006,103,Out of the Blue,5.9,Robert Sarkies
Comedy Crime,9336,en,3/22/1984,96,Police Academy,6.5,Hugh Wilson
Romance Adventure Drama,5689,en,7/5/1980,104,The Blue Lagoon,5.8,Randal Kleiser
Comedy Drama Romance,712,en,3/9/1994,117,Four Weddings and a Funeral,6.6,Mike Newell
Comedy,13342,en,8/13/1982,90,Fast Times at Ridgemont High,7,Amy Heckerling
Adventure Drama,10339,en,6/27/1956,116,Moby Dick,6.9,John Huston
Crime Drama,1429,en,12/16/2002,135,25th Hour,7.2,Spike Lee
Crime Drama Romance Thriller,9303,en,9/13/1996,108,Bound,6.9,Lilly Wachowski
Crime Drama,641,en,10/27/2000,102,Requiem for a Dream,7.9,Darren Aronofsky
Music Romance,27686,en,8/29/1945,96,State Fair,6.2,Walter Lang
Drama Foreign Romance,65749,es,2/12/1998,115,Tango,6.8,Carlos Saura
Drama,6106,en,4/23/1986,123,Salvador,7,Oliver Stone
Comedy,252680,en,3/25/2014,98,Moms' Night Out,5.5,Jon Erwin
Fantasy Drama Mystery,141,en,1/18/2001,113,Donnie Darko,7.7,Richard Kelly
Action Comedy Foreign,66607,en,3/18/2011,105,Saving Private Perez,6.1,Beto G\u00f3mez
Drama Foreign History,17139,nl,4/17/1997,122,Character,7.7,Mike van Diem
Comedy Crime Drama,12079,en,6/1/2002,101,Spun,6.6,Jonas \u00c5kerlund
Comedy Drama,39800,en,10/10/2009,97,Life During Wartime,6.3,Todd Solondz
Drama Thriller,4550,ko,7/29/2005,115,Sympathy for Lady Vengeance,7.4,Park Chan-wook
Drama,62116,fr,6/9/2010,120,Mozart's Sister,6.2,Ren\u00e9 F\u00e9ret
Comedy Drama,9991,en,12/26/2001,99,Mean Machine,6,Barry Skolnick
Action Crime Thriller,13807,cn,9/6/2006,110,Exiled,7,Johnnie To
Adventure Action Western,68818,en,8/31/2011,98,Blackthorn,6.6,Mateo Gil
Crime Drama,12093,sv,8/23/2002,109,Lilya 4-ever,7.7,Lukas Moodysson
Drama Horror Mystery Thriller,36419,en,4/9/2010,104,After.Life,5.4,Agnieszka Wojtowicz-Vosloo
Comedy Drama Thriller,281730,en,6/13/2014,134,Fugly,5.3,Kabir Sadanand
Drama,510,en,11/18/1975,133,One Flew Over the Cuckoo's Nest,8.2,Milo\u0161 Forman
Comedy Horror,362105,en,9/29/2015,85,R.L. Stine's Monsterville: The Cabinet of Souls,6.9,Peter DeLuise
Comedy,10970,en,6/17/1976,86,Silent Movie,6.7,Mel Brooks
Thriller Action Drama History,375290,hi,1/22/2016,126,Airlift,7.3,Raja Menon
Drama Family,17663,en,12/1/1985,199,Anne of Green Gables,8.2,Kevin Sullivan
Adventure Action,270938,en,9/5/2014,103,Falcon Rising,5.5,Ernie Barbarash
Action Drama Crime,116613,en,9/11/2012,112,The Sweeney,5.7,Nick Love
Crime Drama Thriller,11826,en,9/13/2000,89,Sexy Beast,7,Jonathan Glazer
Drama Thriller Crime,29920,sv,1/15/2010,124,Easy Money,6.5,Daniel Espinosa
Drama Family,1088,en,1/30/2003,101,Whale Rider,7.1,Niki Caro
Drama Family Foreign,26379,en,12/4/2009,133,Paa,6.6,
Thriller Mystery Science Fiction,34069,de,9/24/2009,120,Cargo,5.9,Ivan Engler
Comedy Drama Family Music TV Movie,10947,en,1/20/2006,98,High School Musical,6.1,Kenny Ortega
Drama Romance Foreign,47452,en,1/1/1997,93,Love and Death on Long Island,6.9,Richard Kwietniowski
Fantasy Action Thriller,3040,ru,6/27/2004,114,Night Watch,6.3,Timur Bekmambetov
Romance Crime Drama Thriller,11386,en,9/2/1992,112,The Crying Game,6.9,Neil Jordan
Comedy,10246,en,11/13/1981,94,Porky's,6.1,Bob Clark
Horror Science Fiction,29426,en,5/6/2010,90,Survival of the Dead,4.6,George A. Romero
Horror,10331,en,10/1/1968,96,Night of the Living Dead,7.5,George A. Romero
Drama,153,en,8/31/2003,102,Lost in Translation,7.3,Sofia Coppola
Comedy Drama Romance,703,en,4/19/1977,93,Annie Hall,7.8,Woody Allen
Action Drama Romance,27191,en,1/10/1952,152,The Greatest Show on Earth,6.6,Cecil B. DeMille
Drama Romance,1365,en,11/11/2001,111,Monster's Ball,6.5,Marc Forster
Horror,287424,en,5/8/2015,95,Maggie,5.2,Henry Hobson
Drama Romance,451,en,10/27/1995,112,Leaving Las Vegas,7.1,Mike Figgis
Horror Comedy,165864,en,2/19/2013,86,Hansel and Gretel Get Baked,4.8,Duane Journey
Romance Drama Comedy,987,en,12/1/1974,105,The Front Page,6.9,Billy Wilder
Thriller,241251,en,1/23/2015,91,The Boy Next Door,4.1,Rob Cohen
Drama,40494,en,5/30/1956,105,Trapeze,6.4,Carol Reed
Comedy Drama,39781,en,7/9/2010,106,The Kids Are All Right,6.5,Lisa Cholodenko
Action Horror Science Fiction Thriller,8337,en,11/23/1988,94,They Live,7.1,John Carpenter
Adventure Drama History Thriller War,5925,en,6/20/1963,172,The Great Escape,7.8,John Sturges
Documentary,8357,en,4/23/2004,109,What the #$*! Do We (K)now!?,5.8,William Arntz
Horror Thriller,146203,en,2/28/2013,88,The Last Exorcism Part II,4.4,Ed Gass-Donnelly
Drama,85350,en,6/5/2014,164,Boyhood,7.5,Richard Linklater
Comedy Mystery,512,en,7/27/2006,96,Scoop,6.4,Woody Allen
Action Comedy,13408,en,11/16/2001,93,The Wash,5.3,DJ Pooh
Action Comedy Romance,47816,en,3/1/2000,82,3 Strikes,5.9,DJ Pooh
Drama Romance,10744,en,1/17/2003,101,The Cooler,6.7,Wayne Kramer
Drama Action Romance,11536,en,1/1/1961,124,The Misfits,6.8,John Huston
Drama Thriller,9782,en,2/12/2006,91,The Night Listener,5.5,Patrick Stettner
Comedy Crime,18713,en,2/3/1995,82,The Jerky Boys,4.8,James Melkonian
Horror Drama Thriller,6537,es,8/27/2007,105,The Orphanage,7.1,Juan Antonio Bayona
Comedy Horror,184345,en,4/17/2014,87,A Haunted House 2,5.4,Michael Tiddes
Comedy Drama Romance,1809,en,10/11/2002,110,The Rules of Attraction,6.3,Roger Avary
Action Drama Mystery Thriller,2370,en,12/18/1969,143,Topaz,6.1,Alfred Hitchcock
Comedy Crime,9809,en,11/17/2006,84,Let's Go to Prison,5.5,Bob Odenkirk
Crime Comedy,5,en,12/9/1995,98,Four Rooms,6.5,Allison Anders
Comedy Drama Romance,11013,en,1/11/2002,104,Secretary,6.7,Steven Shainberg
Documentary,19153,en,4/23/2003,96,The Real Cancun,3.3,Rick de Oliveira
Drama,10132,en,12/21/1988,110,Talk Radio,6.7,Oliver Stone
Music Comedy,16448,en,1/31/1996,84,Waiting for Guffman,7.3,Christopher Guest
Comedy Romance,15122,en,9/10/1999,94,Love Stinks,5.4,Jeff Franklin
Comedy Crime Thriller Romance,8141,en,2/9/2007,90,You Kill Me,6.2,John Dahl
Comedy Drama,1546,en,1/23/2005,96,Thumbsucker,6.1,Mike Mills
Horror Action Thriller,48572,en,8/19/2011,88,Red State,5.9,Kevin Smith
Fantasy,14517,en,1/25/2005,101,Mirrormask,6.6,Dave McKean
Drama Documentary,89708,en,9/16/2011,102,Samsara,8,Ron Fricke
Fantasy Adventure,27551,en,3/1/1987,87,The Barbarians,5.1,Ruggero Deodato
Drama Romance,64678,en,6/17/2011,83,The Art of Getting By,6.5,Gavin Wiesen
Thriller Drama,309503,en,8/28/2015,103,Zipper,5.5,Mora Stephens
Comedy Drama Thriller,14293,en,6/7/2002,99,Poolhall Junkies,6.5,Mars Callahan
Drama,15059,en,4/29/1999,106,The Loss of Sexual Innocence,5.2,Mike Figgis
Drama Fantasy,103328,en,7/2/2012,115,Holy Motors,6.9,Leos Carax
Drama,157847,en,4/11/2014,118,Joe,6.5,David Gordon Green
Crime Comedy Romance,25719,en,8/22/1997,109,Shooting Fish,7,Stefan Schwartz
Crime Drama Horror Thriller,48309,en,3/4/1988,102,Prison,6.7,Renny Harlin
Comedy,27723,en,8/6/2000,95,Psycho Beach Party,6,Robert Lee King
Comedy Foreign,20468,en,1/1/1999,87,The Big Tease,5.8,Kevin Allen
Drama,242575,en,10/18/2013,119,"Guten Tag, Ramón",8.1,Jorge Ram\u00edrez Su\u00e1rez
Crime Drama Thriller,44945,en,9/10/2010,104,Trust,6.6,David Schwimmer
Comedy Crime,29122,en,12/22/2000,103,An Everlasting Piece,6,Barry Levinson
Comedy Romance,125123,en,6/24/1998,93,Among Giants,4.5,Sam Miller
Drama,111190,en,4/3/2013,100,Adore,6.1,Anne Fontaine
Drama Romance,133575,en,7/16/1999,100,The Velocity of Gary,4.2,Dan Ireland
Drama,54580,es,9/27/2002,113,Mondays in the Sun,7.1,Fernando Le\u00f3n de Aranoa
Drama Horror Action Thriller Science Fiction,52015,en,9/30/2010,98,Stake Land,6.2,Jim Mickle
Drama,34941,en,6/20/1997,92,The Last Time I Committed Suicide,6.7,Stephen T. Kay
Drama,227975,pt,5/1/2014,106,Futuro Beach,6.4,Karim A\u00efnouz
Comedy Drama,60422,en,11/18/2011,119,Another Happy Day,6.2,Sam Levinson
Adventure Action Thriller Crime,81390,en,4/9/2011,99,A Lonely Place to Die,6.2,Julian Gilbey
Comedy Fantasy Science Fiction,10981,en,9/9/2003,90,Nothing,5.8,Vincenzo Natali
Drama,225235,ru,7/26/2013,120,The Geographer Drank His Globe Away,7.3,Aleksandr Veledinskiy
Drama Comedy History Music,14902,en,11/9/1972,142,1776,7.1,Peter H. Hunt
Thriller Romance,121676,en,9/14/2012,93,Inescapable,5.2,Ruba Nadda
Action Drama History,22301,en,11/15/1930,127,Hell's Angels,6.1,James Whale
Comedy Drama Romance,20065,en,4/30/2007,103,Purple Violets,5.7,Edward Burns
Horror,257087,en,4/21/2016,93,The Veil,4.5,Phil Joanou
Horror,46420,en,9/13/2009,84,The Loved Ones,6.6,Sean Byrne
Horror,114635,en,10/27/2012,78,The Helpers,4.1,Chris Stokes
Comedy Romance TV Movie,158150,en,7/21/2012,0,How to Fall in Love,5.2,Mark Griffiths
Romance Adventure Drama,251979,en,2/28/2014,113,The Perfect Wave,4.4,Bruce MacDonald
Drama History,874,en,12/12/1966,120,A Man for All Seasons,7.5,Fred Zinnemann
Drama,10774,en,11/1/1976,121,Network,7.7,Sidney Lumet
Drama Romance War,770,en,12/15/1939,238,Gone with the Wind,7.7,Victor Fleming
Drama,266102,en,7/3/2014,98,Desert Dancer,6.5,Richard Raymond
War Western,29715,en,4/7/1965,123,Major Dundee,6.2,Sam Peckinpah
Action Comedy Music Romance Western,25209,en,5/17/1950,107,Annie Get Your Gun,7.3,George Sidney
Comedy Crime Drama,37495,en,5/7/2010,101,Four Lions,7,Chris Morris
Drama,29262,pt,5/13/2005,115,The House of Sand,6.7,Andrucha Waddington
Drama Action Comedy Crime,34769,en,9/12/2009,101,Defendor,6.5,Peter Stebbings
Music Romance,35032,en,6/11/1948,102,The Pirate,6.6,Vincente Minnelli
Drama Comedy Romance,5178,en,9/11/2009,95,The Good Heart,6,Dagur K\u00e1ri
Comedy Drama,8618,en,10/2/2006,109,The History Boys,6.6,Nicholas Hytner
Drama,3116,en,5/25/1969,113,Midnight Cowboy,7.4,John Schlesinger
Comedy,9427,en,8/13/1997,91,The Full Monty,6.8,Peter Cattaneo
Comedy,813,en,7/2/1980,88,Airplane!,7.1,Jerry Zucker
Thriller Adventure Action,352978,en,8/30/2015,88,Chain of Command,5.3,Kevin Carraway
Comedy,10634,en,4/26/1995,91,Friday,7,F. Gary Gray
Drama Action Crime,9516,en,5/26/1993,97,Menace II Society,7.2,Albert Hughes
Horror,16288,en,5/1/1987,92,Creepshow 2,5.9,Michael Gornick
Action Comedy Western,23330,en,5/13/1970,121,The Ballad of Cable Hogue,6.9,Sam Peckinpah
Crime Drama,18900,en,12/14/1967,134,In Cold Blood,7.4,Richard Brooks
Drama,27029,en,6/18/1959,149,The Nun's Story,7.4,Fred Zinnemann
Action Drama Thriller Crime Mystery,26268,en,2/23/1966,121,Harper,6.2,Jack Smight
Crime Drama Mystery Thriller,573,en,5/25/1972,116,Frenzy,7.1,Alfred Hitchcock
Mystery Horror,310131,en,2/19/2016,92,The Witch,6.3,Robert Eggers
Action Comedy,40505,en,5/27/1998,93,I Got the Hook Up,5.4,Michael Martin
Comedy Romance,11363,en,8/26/1996,96,She's the One,5.7,Edward Burns
Drama,3033,en,1/21/1998,105,Gods and Monsters,6.8,Bill Condon
Crime Drama Mystery Romance,25376,es,8/13/2009,129,The Secret in Their Eyes,7.8,Juan Jos\u00e9 Campanella
Horror Thriller,22007,en,10/16/2008,94,Train,4.8,Gideon Raff
Horror Comedy Fantasy,765,en,3/13/1987,84,Evil Dead II,7.6,Sam Raimi
Action Comedy,10615,en,6/29/2001,81,Pootie Tang,5.4,Louis C.K.
TV Movie Horror,205321,en,7/11/2013,86,Sharknado,3.8,Anthony C. Ferrante
Drama Foreign,89540,es,4/1/1999,105,The Other Conquest,5.4,Salvador Carrasco
Fantasy Horror,46146,nb,10/29/2010,103,Troll Hunter,6.7,Andr\u00e9 \u00d8vredal
Comedy Romance,38007,en,1/1/2006,104,Ira & Abby,5.8,Robert Cary
Comedy Drama,14256,en,2/7/2006,98,Winter Passing,6.7,Adam Rapp
